custAge,profession,marital,schooling,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail,responded,profit,id
53,blue-collar,married,NA,unknown,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999,0,no,NA,964
NA,services,married,high.school,unknown,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,no,NA,965
40,services,married,NA,unknown,no,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,no,NA,966
48,admin.,married,unknown,unknown,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,no,NA,967
31,blue-collar,married,NA,no,yes,yes,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,968
32,services,single,basic.9y,no,no,yes,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999,0,no,NA,969
NA,entrepreneur,married,university.degree,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,no,NA,970
42,services,married,high.school,no,yes,no,cellular,may,mon,2,3,1,success,-1.8,92.893,-46.2,1.354,5099.1,0.1,2,no,NA,971
52,housemaid,married,NA,unknown,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,no,NA,972
35,technician,single,university.degree,no,yes,yes,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,no,NA,973
NA,blue-collar,married,professional.course,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,no,NA,974
23,blue-collar,married,high.school,no,no,yes,telephone,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999,0,no,NA,975
38,blue-collar,divorced,NA,no,no,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,no,NA,976
31,technician,married,NA,no,no,no,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0,no,NA,977
NA,technician,single,professional.course,no,yes,yes,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no,NA,978
32,technician,married,NA,no,yes,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999,0,no,NA,979
45,blue-collar,married,NA,no,no,no,cellular,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,999,1,no,NA,980
33,admin.,married,high.school,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,no,NA,981
NA,admin.,married,high.school,no,yes,no,telephone,jun,NA,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,no,NA,982
62,blue-collar,married,unknown,no,no,no,cellular,oct,fri,3,999,0,nonexistent,-1.1,94.601,-49.5,0.972,4963.6,999,0,no,NA,983
53,admin.,divorced,university.degree,unknown,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,984
40,admin.,single,university.degree,no,no,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no,NA,985
48,entrepreneur,married,university.degree,no,yes,no,telephone,may,NA,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,no,NA,986
36,blue-collar,single,NA,no,yes,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,no,NA,987
49,admin.,married,high.school,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,no,NA,988
30,admin.,married,high.school,no,yes,no,cellular,may,tue,5,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999,0,no,NA,989
42,housemaid,married,unknown,unknown,yes,no,telephone,jun,NA,5,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,999,0,no,NA,990
38,services,married,NA,unknown,no,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999,0,no,NA,991
31,services,divorced,NA,no,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,no,NA,992
34,technician,single,NA,no,no,no,telephone,jun,thu,8,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999,0,no,NA,993
30,self-employed,married,NA,no,no,no,cellular,jul,thu,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,no,NA,994
49,housemaid,divorced,basic.4y,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,999,0,no,NA,995
30,management,married,university.degree,no,no,no,telephone,mar,mon,3,999,0,nonexistent,-1.8,92.843,-50,1.811,5099.1,999,0,no,NA,996
29,blue-collar,married,basic.9y,unknown,no,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0,no,NA,997
36,unemployed,married,university.degree,unknown,yes,no,cellular,jun,mon,1,999,1,failure,-2.9,92.963,-40.8,1.266,5076.2,999,1,no,NA,998
24,management,single,university.degree,no,no,yes,telephone,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.406,5195.8,999,0,no,NA,999
42,technician,single,unknown,no,no,no,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,no,NA,1000
42,self-employed,married,NA,no,yes,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,no,NA,1001
NA,blue-collar,married,basic.4y,no,yes,no,telephone,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,no,NA,1002
44,admin.,single,high.school,no,no,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,1003
41,blue-collar,married,unknown,no,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,no,NA,1004
38,technician,single,NA,no,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,no,NA,1005
33,admin.,single,NA,no,yes,no,cellular,sep,thu,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,999,0,no,NA,1006
45,unknown,married,unknown,unknown,yes,yes,telephone,jun,tue,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,no,NA,1007
36,technician,married,NA,no,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,no,NA,1008
29,admin.,single,high.school,no,no,yes,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999,0,no,NA,1009
39,admin.,married,university.degree,no,yes,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,999,3,no,NA,1010
58,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,999,0,no,NA,1011
73,retired,married,basic.4y,no,yes,yes,telephone,jul,tue,2,999,0,nonexistent,-1.7,94.215,-40.3,0.835,4991.6,999,0,no,NA,1012
NA,admin.,married,basic.6y,no,no,no,cellular,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,999,0,no,NA,1013
50,blue-collar,divorced,NA,no,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0,no,NA,1014
60,blue-collar,married,NA,unknown,no,yes,telephone,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,1015
29,admin.,married,high.school,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0,no,NA,1016
NA,services,single,NA,unknown,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999,0,no,NA,1017
NA,blue-collar,married,basic.6y,no,yes,yes,cellular,aug,tue,12,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,no,NA,1018
50,admin.,married,high.school,no,yes,no,telephone,may,tue,19,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,1019
37,student,single,NA,no,no,yes,cellular,jun,fri,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,999,0,no,NA,1020
NA,admin.,married,NA,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,no,NA,1021
57,retired,married,unknown,unknown,yes,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,no,NA,1022
NA,unemployed,single,basic.9y,no,no,no,cellular,apr,fri,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,999,2,no,NA,1023
34,housemaid,single,university.degree,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,999,0,no,NA,1024
25,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,no,NA,1025
NA,services,married,NA,no,yes,no,cellular,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,999,0,no,NA,1026
26,technician,single,professional.course,no,yes,no,cellular,jul,wed,7,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,no,NA,1027
39,housemaid,married,basic.9y,no,yes,no,cellular,nov,fri,4,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,no,NA,1028
44,admin.,married,NA,no,no,no,telephone,jun,fri,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,no,NA,1029
NA,blue-collar,married,NA,no,yes,no,telephone,jul,thu,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,1030
32,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,1031
53,services,divorced,university.degree,no,yes,yes,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,no,NA,1032
NA,admin.,married,university.degree,no,no,no,cellular,aug,NA,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no,NA,1033
28,blue-collar,single,university.degree,no,yes,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,999,0,no,NA,1034
NA,admin.,married,university.degree,no,yes,no,cellular,aug,thu,9,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999,0,no,NA,1035
30,blue-collar,married,high.school,no,yes,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999,0,no,NA,1036
30,blue-collar,married,NA,no,no,yes,cellular,may,NA,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999,0,no,NA,1037
36,housemaid,married,basic.4y,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,1038
NA,blue-collar,married,basic.4y,unknown,no,yes,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,no,NA,1039
28,services,married,unknown,no,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999,0,no,NA,1040
NA,services,single,NA,no,yes,no,cellular,may,NA,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,no,NA,1041
NA,self-employed,married,NA,no,yes,no,cellular,may,NA,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,999,3,no,NA,1042
42,housemaid,divorced,NA,unknown,yes,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999,0,no,NA,1043
43,technician,single,professional.course,unknown,no,no,cellular,jul,wed,9,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,no,NA,1044
55,technician,single,NA,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,no,NA,1045
29,services,divorced,NA,no,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0,no,NA,1046
30,services,married,NA,no,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999,0,no,NA,1047
NA,services,married,high.school,unknown,no,no,cellular,jul,NA,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,1048
34,housemaid,married,NA,unknown,no,no,cellular,may,NA,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,999,1,no,NA,1049
55,admin.,married,high.school,no,yes,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,no,NA,1050
49,services,married,NA,no,no,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0,no,NA,1051
31,blue-collar,single,basic.9y,no,no,no,telephone,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,999,0,no,NA,1052
NA,admin.,married,university.degree,no,yes,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,no,NA,1053
29,blue-collar,married,NA,no,yes,yes,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,999,4,no,NA,1054
NA,admin.,divorced,university.degree,no,no,no,telephone,jul,wed,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,no,NA,1055
NA,admin.,married,university.degree,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0,no,NA,1056
35,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,6,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,999,3,no,NA,1057
NA,services,married,high.school,unknown,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0,no,NA,1058
37,housemaid,married,university.degree,no,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0,no,NA,1059
54,admin.,married,NA,no,no,no,cellular,aug,wed,10,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no,NA,1060
58,admin.,married,high.school,no,no,no,cellular,aug,wed,13,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no,NA,1061
45,unemployed,married,NA,no,no,no,cellular,aug,fri,3,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,999,0,no,NA,1062
44,entrepreneur,single,professional.course,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,999,0,no,NA,1063
26,blue-collar,married,basic.4y,no,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999,0,no,NA,1064
39,entrepreneur,divorced,basic.4y,no,yes,yes,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,1065
NA,services,married,high.school,no,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,1066
NA,unemployed,married,university.degree,unknown,unknown,unknown,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,1067
33,admin.,single,university.degree,no,no,no,cellular,nov,thu,6,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,no,NA,1068
58,technician,divorced,university.degree,no,no,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,999,1,no,NA,1069
52,technician,divorced,university.degree,no,no,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,1070
32,services,married,high.school,no,no,yes,cellular,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,no,NA,1071
37,admin.,single,high.school,no,no,no,cellular,jul,tue,8,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,no,NA,1072
NA,blue-collar,single,basic.4y,no,yes,no,cellular,jul,NA,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,no,NA,1073
31,technician,married,professional.course,no,no,no,cellular,aug,NA,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,no,NA,1074
39,admin.,married,high.school,no,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,no,NA,1075
48,admin.,divorced,NA,no,yes,no,cellular,nov,fri,3,999,1,failure,-0.1,93.2,-42,4.021,5195.8,999,0,no,NA,1076
29,admin.,single,university.degree,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999,0,no,NA,1077
37,blue-collar,married,high.school,unknown,no,no,cellular,jul,thu,4,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,999,0,no,NA,1078
NA,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,999,0,no,NA,1079
NA,management,married,basic.9y,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999,0,no,NA,1080
49,admin.,married,NA,unknown,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,no,NA,1081
38,admin.,married,university.degree,no,yes,no,telephone,jun,thu,6,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,999,0,no,NA,1082
47,blue-collar,married,basic.4y,unknown,yes,yes,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,no,NA,1083
NA,technician,married,NA,no,yes,yes,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,999,1,no,NA,1084
39,admin.,married,NA,unknown,yes,no,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,999,0,no,NA,1085
48,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,1086
NA,housemaid,single,NA,unknown,no,yes,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,no,NA,1087
25,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,1088
31,services,single,NA,no,yes,no,cellular,may,NA,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999,0,no,NA,1089
NA,technician,married,NA,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,no,NA,1090
33,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,1091
33,services,single,high.school,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,no,NA,1092
37,blue-collar,married,basic.6y,no,no,no,cellular,may,tue,5,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,999,0,no,NA,1093
31,admin.,married,university.degree,no,unknown,unknown,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,999,0,no,NA,1094
54,self-employed,married,NA,unknown,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,999,0,no,NA,1095
33,housemaid,unknown,university.degree,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,999,0,no,NA,1096
NA,admin.,married,university.degree,no,no,no,cellular,may,tue,1,3,2,success,-1.8,93.876,-40,0.668,5008.7,0.1,4,no,NA,1097
35,admin.,single,university.degree,no,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,no,NA,1098
49,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,no,NA,1099
38,blue-collar,married,basic.6y,no,no,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,no,NA,1100
38,technician,married,high.school,no,yes,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,no,NA,1101
45,services,married,high.school,unknown,yes,no,cellular,apr,mon,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,999,1,no,NA,1102
49,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,no,NA,1103
NA,admin.,single,high.school,no,yes,yes,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,no,NA,1104
57,management,married,NA,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,no,NA,1105
36,technician,married,professional.course,no,no,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,1106
34,admin.,married,basic.9y,no,yes,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,no,NA,1107
56,management,married,professional.course,no,no,no,cellular,jul,wed,2,999,0,nonexistent,-2.9,92.469,-33.6,1.085,5076.2,999,0,no,NA,1108
43,technician,married,professional.course,no,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,no,NA,1109
26,technician,single,professional.course,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,no,NA,1110
40,technician,married,university.degree,no,yes,no,cellular,nov,fri,3,999,1,failure,-0.1,93.2,-42,4.021,5195.8,999,1,no,NA,1111
31,admin.,married,university.degree,unknown,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,no,NA,1112
NA,blue-collar,married,high.school,no,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0,no,NA,1113
NA,admin.,divorced,NA,no,no,no,cellular,apr,fri,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,no,NA,1114
45,technician,single,university.degree,unknown,no,no,cellular,aug,tue,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,no,NA,1115
39,blue-collar,married,NA,no,no,no,telephone,jun,wed,4,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,999,0,no,NA,1116
40,management,married,university.degree,no,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,no,NA,1117
33,management,married,NA,no,yes,no,cellular,jul,NA,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,no,NA,1118
NA,entrepreneur,married,professional.course,unknown,no,no,cellular,may,NA,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999,0,no,NA,1119
26,admin.,single,NA,no,no,yes,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,no,NA,1120
35,services,divorced,NA,no,yes,yes,telephone,may,NA,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,1121
41,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0,no,NA,1122
68,retired,married,basic.4y,no,no,no,cellular,aug,mon,1,999,2,failure,-2.9,92.201,-31.4,0.861,5076.2,999,8,no,NA,1123
NA,management,married,NA,no,no,no,cellular,may,NA,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999,0,no,NA,1124
24,unemployed,single,university.degree,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,no,NA,1125
34,admin.,married,NA,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no,NA,1126
43,entrepreneur,married,high.school,unknown,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,no,NA,1127
59,retired,married,basic.9y,unknown,no,no,telephone,jun,fri,8,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,no,NA,1128
45,housemaid,married,basic.6y,unknown,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,no,NA,1129
41,blue-collar,married,basic.9y,no,yes,no,cellular,nov,NA,2,999,1,failure,-1.1,94.767,-50.8,1.039,4963.6,999,2,no,NA,1130
40,services,married,NA,no,no,no,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,999,0,no,NA,1131
NA,admin.,single,professional.course,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,1132
NA,blue-collar,married,NA,unknown,yes,yes,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,no,NA,1133
28,admin.,married,university.degree,no,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,1134
NA,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0,no,NA,1135
46,housemaid,married,NA,unknown,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999,0,no,NA,1136
35,technician,single,university.degree,no,no,no,telephone,jul,fri,9,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,no,NA,1137
40,admin.,married,NA,no,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,no,NA,1138
